,title,item_id,recommend_int
86129,RPG Maker VX Ace,220700,1
86145,Sword of the Stars II: Enhanced Edition,42990,0
86146,Far Cry 3,220240,1
86154,Far Cry 3,220240,0
86376,Super Hexagon,221640,1
86465,Super Hexagon,221640,0
86672,LEGO The Lord of the Rings,214510,1
86678,Miner Wars 2081,223430,1
86683,Tomb Raider I,224960,1
86687,Little Inferno,221260,1
86774,Sonic Adventure 2,213610,1
86787,Scribblenauts Unlimited,218680,1
86814,Scribblenauts Unlimited,218680,0
86883,Hitman: Absolution™,203140,1
86905,Hitman: Absolution™,203140,0
86946,PlanetSide 2,218230,0
86947,PlanetSide 2,218230,1
87807,Assassin’s Creed® III,208480,1
87810,Assassin’s Creed® III,208480,0
87828,Thomas Was Alone,220780,1
87847,Towns,221020,1
87848,Towns,221020,0
87879,Cherry Tree High Comedy Club,214610,1
87881,AirMech Strike,206500,1
87890,AirMech Strike,206500,0
88156,Defender's Quest: Valley of the Forgotten (DX edition),218410,1
88162,Natural Selection 2,4920,1
88163,Natural Selection 2,4920,0
88306,Painkiller Hell &amp; Damnation,214870,1
88309,Pid,218740,1
88317,Cargo Commander,220460,1
88319,Deadlight,211400,1
88320,Deadlight,211400,0
88373,King's Bounty: Warriors of the North,203350,1
88375,Lucius,218640,1
88380,Lucius,218640,0
88396,Viking: Battle for Asgard,211160,0
88404,Zombie Driver HD,220820,1
88413,Aerofly FS 1 Flight Simulator,214130,1
88415,Dwarfs - F2P,213650,1
88483,Chivalry: Medieval Warfare,219640,1
88484,Chivalry: Medieval Warfare,219640,0
88841,Mark of the Ninja,214560,1
88854,Mark of the Ninja,214560,0
88910,Worms Revolution,200170,1
88920,Democracy 2,218040,0
88926,Of Orcs And Men,216910,1
88928,R.A.W. Realms of Ancient War,209730,0
88936,Blood Bowl: Chaos Edition,216890,1
88940,Arena Wars 2,207730,1
88944,Hell Yeah! Wrath of the Dead Rabbit,205230,1
88949,McPixel,220860,0
88950,McPixel,220860,1
88994,Dishonored,205100,1
89011,Dishonored,205100,0
89210,Castle Crashers®,204360,1
89241,Castle Crashers®,204360,0
90020,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,214830,1
90022,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,214830,0
90038,Call of Duty: Black Ops - Mac Edition,214630,0
90039,Call of Duty: Black Ops - Mac Edition,214630,1
90041,Torchlight II,200710,1
90083,Torchlight II,200710,0
90297,XCOM: Enemy Unknown,200510,1
90348,XCOM: Enemy Unknown,200510,0
90398,Tryst,208460,0
90401,FTL: Faster Than Light,212680,1
90791,Borderlands 2,49520,1
90854,Borderlands 2,49520,0
91789,F1 2012™,208500,1
91792,The Basement Collection,214790,1
91795,Home,215670,1
91796,Home,215670,0
91803,Spirits,210170,1
91806,I Am Alive,214250,0
91808,DARK SOULS™: Prepare To Die™ Edition,211420,1
91810,DARK SOULS™: Prepare To Die™ Edition,211420,0
92100,Tiny Troopers,216110,1
92103,Tiny Troopers,216110,0
92112,They Bleed Pixels,211260,1
92122,Super Crate Box,212800,1
92132,Super Crate Box,212800,0
92194,Gotham City Impostors Free to Play,206210,1
92222,Gotham City Impostors Free to Play,206210,0
92298,Thirty Flights of Loving,214700,1
92300,Thirty Flights of Loving,214700,0
92313,Symphony,207750,1
92319,Deponia,214340,1
92323,Unmechanical,211180,1
92326,English Country Tune,207570,1
92328,MapleStory,216150,1
92331,MapleStory,216150,0
92448,Awesomenauts - the 2D moba,204300,1
92479,Awesomenauts - the 2D moba,204300,0
93000,Inversion™,212410,1
93001,Orcs Must Die! 2,201790,1
93121,Prototype 2,115320,0
93122,Prototype 2,115320,1
93131,Kung Fu Strike - The Warrior's Rise,212030,1
93137,Blacklight: Retribution,209870,1
93152,Blacklight: Retribution,209870,0
93355,Endless Space® - Collection,208140,1
93366,Adventures of Shuggy,211440,0
93367,Adventures of Shuggy,211440,1
93369,Tiny and Big: Grandpa's Leftovers,205910,1
93376,Magic: The Gathering - Duels of the Planeswalkers 2013,97330,1
93380,Game of Thrones,208730,0
93381,Game of Thrones,208730,1
93390,Spec Ops: The Line,50300,1
93456,Spec Ops: The Line,50300,0
93524,Sins of a Solar Empire®: Rebellion,204880,1
93566,Iron Front: Digital War Edition,91330,1
93572,Stronghold 3 Gold,47400,1
93573,Stronghold 3 Gold,47400,0
93582,Conflict Desert Storm™,211780,1
93583,Alan Wake's American Nightmare,202750,0
93584,Alan Wake's American Nightmare,202750,1
93595,Thief™ II: The Metal Age,211740,1
93597,Thief™ Gold,211600,1
93603,Fieldrunners,209690,1
93606,Port Royale 3,205610,1
93609,Botanicula,207690,1
93612,Nexuiz,96800,1
93613,Street Fighter X Tekken,209120,1
93614,The Dream Machine: Chapter 1 &amp; 2,94300,1
93617,Sonic the Hedgehog 4 - Episode II,203650,1
93619,Blades of Time,208670,1
93629,Lone Survivor: The Director's Cut,209830,1
93639,The Walking Dead,207610,1
93749,The Walking Dead,207610,0
93772,Warlock - Master of the Arcane,203630,1
93774,Naval War: Arctic Circle,200050,1
93775,Legend of Grimrock,207170,1
93790,Superbrothers: Sword &amp; Sworcery EP,204060,0
93791,Superbrothers: Sword &amp; Sworcery EP,204060,1
93794,The Witcher 2: Assassins of Kings Enhanced Edition,20920,1
93798,The Witcher 2: Assassins of Kings Enhanced Edition,20920,0
93829,Insanely Twisted Shadow Planet,205730,1
93832,Super MNC,104700,1
93840,Super MNC,104700,0
93957,Sniper Elite V2,63380,1
93974,Sniper Elite V2,63380,0
94023,All Zombies Must Die!: Scorepocalypse,209360,1
94025,Fallen Earth Free2Play,113420,1
94027,Fallen Earth Free2Play,113420,0
94070,Wargame: European Escalation,58610,0
94072,Wargame: European Escalation,58610,1
94075,Really Big Sky,201570,1
94081,Stronghold Kingdoms,47410,1
94083,Stronghold Kingdoms,47410,0
94114,Auditorium,205870,1
94116,Shank 2,102840,1
94122,Evochron Mercenary,71000,1
94125,Dustforce DX,65300,1
94135,Kingdoms of Amalur: Reckoning™,102500,1
94165,Sonic CD,200940,0
94166,Sonic CD,200940,1
94168,Sonic the Hedgehog 4 - Episode I,202530,0
94169,Unstoppable Gorg,18120,1
94173,The Darkness II,67370,1
94182,The Darkness II,67370,0
94195,Age of Empires® III: Complete Collection,105450,1
94201,Age of Empires® III: Complete Collection,105450,0
94251,EverQuest® II Free-To-Play. Your Way.™,201230,1
94254,Saints Row: The Third,55230,1
94265,Saints Row: The Third,55230,0
94395,Rochard,107800,1
94410,Gemini Rue,80310,1
94412,Renegade Ops,99300,1
94415,Bloodline Champions,6370,1
94418,Take On Helicopters,65730,1
94419,Lord of the Rings: War in the North,32800,1
94425,Lord of the Rings: War in the North,32800,0
94445,Worms,70640,1
94446,Dungeon Defenders,65800,1
94598,Worms Blast,70650,0
94600,Worms Crazy Golf,70620,1
94602,PAYDAY™ The Heist,24240,1
94615,PAYDAY™ The Heist,24240,0
94740,Steel Storm: Burning Retribution,96200,0
94742,RAGE,9200,1
94756,RAGE,9200,0
94760,Orcs Must Die!,102600,1
94778,Serious Sam Double D XXL,111600,1
94782,Nuclear Dawn,17710,0
94783,Nuclear Dawn,17710,1
94792,Worms Ultimate Mayhem,70600,0
94794,Worms Ultimate Mayhem,70600,1
94795,Demolition Inc.,98600,1
94810,Blocks That Matter,111800,1
94814,Bastion,107100,1
95033,From Dust,33460,0
95034,From Dust,33460,1
95047,Dead Horde,27940,0
95049,E.Y.E: Divine Cybermancy,91700,1
95057,E.Y.E: Divine Cybermancy,91700,0
95091,Supreme Ruler: Cold War,73220,1
95092,LIMBO,48000,1
95150,ARMA: Gold Edition,65780,1
95153,Critical Mass,105300,1
95157,Cthulhu Saves the World,107310,1
95165,Dungeons of Dredmor,98800,1
95186,Trapped Dead,46540,1
95187,Trapped Dead,46540,0
95190,Red Faction®: Armageddon™,55110,1
95191,Red Faction®: Armageddon™,55110,0
95195,Jamestown,94200,1
95201,Cargo! The Quest for Gravity,41740,1
95204,Capsized,95300,1
95206,Universe Sandbox,72200,1
95212,Universe Sandbox,72200,0
95242,Mount &amp; Blade: With Fire &amp; Sword,48720,1
95252,Mount &amp; Blade: With Fire &amp; Sword,48720,0
95264,Section 8®: Prejudice™,97100,1
95267,Dwarfs!?,35480,1
95294,The Tiny Bang Story,96000,1
95300,BEEP,104200,0
95301,BEEP,104200,1
95308,Garshasp: The Monster Slayer,99400,0
95310,Hydrophobia: Prophecy,92000,0
95311,Hydrophobia: Prophecy,92000,1
95322,Lume,105100,0
95325,Terraria,105600,1
95371,Terraria,105600,0
98069,BRINK,22350,0
98070,BRINK,22350,1
98085,DETOUR,92100,1
98086,DETOUR,92100,0
98093,Portal 2 - The Final Hours,104600,1
98094,Portal 2 - The Final Hours,104600,0
98096,Naval Warfare,98500,1
98098,iBomber Defense,104000,1
98100,NightSky,99700,1
98106,SpaceChem,92800,0
98107,SpaceChem,92800,1
98126,Crazy Taxi,71230,1
98130,Sonic Adventure DX,71250,0
98131,Sonic Adventure DX,71250,1
98133,Atom Zombie Smasher,55040,1
98141,Post Apocalyptic Mayhem,91900,1
98151,Revenge of the Titans,93200,1
98157,Assassin’s Creed® Brotherhood,48190,0
98158,Assassin’s Creed® Brotherhood,48190,1
98175,Crysis 2 - Maximum Edition,108800,1
98177,Crysis 2 - Maximum Edition,108800,0
98189,Cloning Clyde,91800,1
98191,Shift 2 Unleashed,47920,1
98192,Shift 2 Unleashed,47920,0
98195,Dungeon Siege,39190,1
98196,Cities in Motion,73010,1
98197,Men of War: Assault Squad,64000,1
98206,Painkiller Redemption,65560,1
98207,Magicka,42910,1
98208,Magicka,42910,0
98347,Swords and Soldiers HD,63500,1
98359,Bejeweled® 3,78000,1
98363,RUSH,38720,1
98372,Greed Corp,48950,1
98373,Need For Speed: Hot Pursuit,47870,1
98374,Need For Speed: Hot Pursuit,47870,0
98390,EVE Online,8500,0
98391,EVE Online,8500,1
98450,Zen Bound 2,61600,1
98456,Poker Night at the Inventory,31280,1
98457,Poker Night at the Inventory,31280,0
98548,MX vs. ATV Reflex,55140,1
98550,MX vs. ATV Reflex,55140,0
98556,Super Meat Boy,40800,1
98576,Super Meat Boy,40800,0
98620,nail'd,40380,0
98621,Dragon Age: Origins - Ultimate Edition,47810,1
98635,Bloody Good Time,2450,0
98636,Bloody Good Time,2450,1
98640,Winter Voices,72900,1
98652,ArcaniA,39690,1
98653,Delve Deeper,63800,0
98657,Dead Rising® 2,45740,1
98658,Dead Rising® 2,45740,0
98667,NyxQuest: Kindred Spirits,57000,1
98669,Front Mission Evolved,43000,1
98670,Axel &amp; Pixel,8970,0
98671,Lugaru HD,25010,1
98673,Numen: Contest of Heroes,60800,1
98674,Sword of the Stars: Complete Collection,42890,1
98675,Riven: The Sequel to MYST,63610,1
98677,eversion,33680,1
98680,Sniper: Ghost Warrior,34830,0
98681,Sniper: Ghost Warrior,34830,1
98685,Day of Defeat: Source,300,1
98686,Day of Defeat: Source,300,0
98716,Future Wars,46440,0
98717,Future Wars,46440,1
98718,Chaser,39670,1
98720,Arma 2: Operation Arrowhead,33930,1
98772,Arma 2: Operation Arrowhead,33930,0
98954,F.E.A.R.,21090,1
98965,Tropico 3: Absolute Power,57600,1
98969,STAR WARS™ Empire at War - Gold Pack,32470,1
98972,Napoleon: Total War™,34030,1
98982,Napoleon: Total War™,34030,0
98994,Battlefield: Bad Company™ 2,24960,1
99001,Battlefield: Bad Company™ 2,24960,0
99032,Supreme Commander 2,40100,1
99041,Supreme Commander 2,40100,0
99050,Silent Hunter 5®: Battle of the Atlantic,48110,1
99051,Assassin's Creed 2 Deluxe Edition,33230,1
99053,Assassin's Creed 2 Deluxe Edition,33230,0
99119,Just Cause 2,8190,1
99123,Just Cause 2,8190,0
99449,Star Wolves 2,46280,1
99451,"Warhammer® 40,000: Dawn of War® II Chaos Rising",20570,0
99452,"Warhammer® 40,000: Dawn of War® II Chaos Rising",20570,1
99456,Command &amp; Conquer 4: Tiberian Twilight,47700,1
99457,Command &amp; Conquer 4: Tiberian Twilight,47700,0
99458,Sol Survivor,45000,1
99462,Zero Gear,18820,1
99474,Aliens versus Predator Classic 2000,3730,1
99480,Dark Void™,45710,1
99482,Mass Effect 2,24980,1
99483,Mass Effect 2,24980,0
99497,Toki Tori,38700,1
99503,Secret of the Magic Crystals,45100,1
99504,Secret of the Magic Crystals,45100,0
99521,Aliens vs. Predator™,10680,1
99536,Aliens vs. Predator™,10680,0
99543,BioShock® 2,8850,1
99546,BioShock® 2,8850,0
99559,S.T.A.L.K.E.R.: Call of Pripyat,41700,1
99577,Galcon Fusion,44200,1
99579,Left 4 Dead 2,550,1
99591,Left 4 Dead 2,550,0
100255,Altitude,41300,1
100276,9th Company: Roots Of Terror,12480,0
100277,Earthworm Jim 3D,41600,1
100279,Cricket Revolution,25500,1
100282,AI War: Fleet Command,40400,1
100288,Metal Drift,32200,1
100292,Borderlands,8980,1
100362,Operation Flashpoint: Dragon Rising,12830,1
100363,Operation Flashpoint: Dragon Rising,12830,0
100366,STAR WARS™: The Clone Wars - Republic Heroes™,32420,1
100367,Tropico 3,23490,0
100368,Tropico 3,23490,1
100373,Red Faction Guerrilla Steam Edition,20500,1
100379,Red Faction Guerrilla Steam Edition,20500,0
100386,Resident Evil™ 5/ Biohazard 5®,21690,1
100390,Resident Evil™ 5/ Biohazard 5®,21690,0
100402,Zuma's Revenge!,3620,1
100406,STAR WARS™ - Dark Forces,32400,1
100411,STAR WARS™ Jedi Knight: Dark Forces II,32380,1
100413,STAR WARS™ Jedi Knight - Mysteries of the Sith™,32390,0
100414,STAR WARS™ Jedi Knight II - Jedi Outcast™,6030,1
100415,STAR WARS™ Jedi Knight - Jedi Academy™,6020,1
100425,Majesty 2,25980,0
100427,Madballs in Babo:Invasion,25700,0
100428,Madballs in Babo:Invasion,25700,1
100429,AaAaAA!!! - A Reckless Disregard for Gravity,15520,1
100435,MDK 2,38460,1
100436,Nation Red,39800,1
100448,Red Faction,20530,1
100451,Sherlock Holmes: The Mystery of the Mummy,11130,0
100452,Sherlock Holmes: The Awakened - Remastered Edition,11140,1
100453,Hearts of Iron III,25890,1
100454,Hearts of Iron III,25890,0
100465,Batman: Arkham Asylum Game of the Year Edition,35140,1
100517,Sniper Elite,3700,1
100518,Sniper Elite,3700,0
100520,Westward Collection,36150,1
100521,Bad Rats: the Rats' Revenge,34900,1
100524,Bad Rats: the Rats' Revenge,34900,0
100616,LOOM™,32340,1
100617,STAR WARS™ Starfighter™,32350,0
100618,STAR WARS™ Starfighter™,32350,1
100621,STAR WARS™ Republic Commando™,6000,1
100632,Supreme Ruler 2020 Gold,25910,1
100633,Delta Force 2,32630,1
100634,SPORE™ Galactic Adventures,24720,1
100635,SPORE™ Galactic Adventures,24720,0
100642,Arma 2,33900,1
100651,Trine Enchanted Edition,35700,1
100653,Trine Enchanted Edition,35700,0
100672,Overlord II,12810,1
100674,Dawn of Discovery™,33210,1
100676,Chains,11360,1
100677,Crayon Physics Deluxe,26900,1
100678,Crayon Physics Deluxe,26900,0
100681,Men of War™,7830,0
100685,Men of War™,7830,1
100687,Killing Floor,1250,1
100729,Killing Floor,1250,0
100958,NecroVision,7860,1
100960,Zombie Shooter,33130,0
100963,Battlestations Pacific,8170,0
100965,Battlestations Pacific,8170,1
100971,Velvet Assassin,16720,1
100974,Plants vs. Zombies GOTY Edition,3590,1
100980,And Yet It Moves,18700,0
100984,Judge Dredd: Dredd vs. Death,3710,1
100985,Company of Heroes: Tales of Valor,20540,1
100987,Braid,26800,0
100988,Braid,26800,1
101008,Cogs,26500,1
101012,Caster,29800,0
101014,Caster,29800,1
101078,Dystopia,17580,1
101084,Hospital Tycoon,11590,1
101085,Hospital Tycoon,11590,0
101086,Driver® Parallel Lines,21780,1
101087,"Warhammer 40,000: Dawn of War II",15620,1
101098,"Warhammer 40,000: Dawn of War II",15620,0
101099,Empire: Total War™,10500,1
101134,SlamIt Pinball Big Score,12430,1
101135,The Last Remnant™,23310,0
101136,The Last Remnant™,23310,1
101137,Grand Ages: Rome,23450,1
101141,Penumbra: Black Plague Gold Edition,22120,1
101153,Europa Universalis III Complete,25800,1
101154,Fallout 3,22300,1
101172,Fallout 3,22300,0
101186,Mount &amp; Blade,22100,1
101196,Silent Hill Homecoming,19000,1
101197,"Precipice of Darkness, Episode Two",18020,1
101201,Left 4 Dead,500,1
101203,Left 4 Dead,500,0
101230,Call of Duty: World at War,10090,1
101277,Prince of Persia: Warrior Within™,13500,1
101279,Prince of Persia®: The Sands of Time,13600,1
101285,Need for Speed Undercover,17430,1
101287,Penguins Arena: Sedna's World,11280,1
101302,Strong Bad's Cool Game for Attractive People: Season 1,8340,1
101303,Mass Effect,17460,1
101333,SPORE™ Creepy &amp; Cute Parts Pack,17440,1
101335,SPORE™,17390,1
101340,SPORE™,17390,0
101368,Insecticide Part 1,16710,1
101372,Children of the Nile: Enhanced Edition,17100,1
101374,Tom Clancy's Ghost Recon®,15300,1
101375,TrackMania Nations Forever,11020,1
101386,Assassin's Creed™: Director's Cut Edition,15100,1
101394,Tom Clancy's Rainbow Six® Vegas 2,15120,1
101398,Trackmania United Forever Star Edition,7200,1
101400,Trackmania United Forever Star Edition,7200,0
101401,Portal,400,1
101495,Tom Clancy's Rainbow Six Lockdown™,15000,0
101496,Heroes of Might &amp; Magic V,15170,1
101497,Beyond Good and Evil™,15130,1
101501,"Precipice of Darkness, Episode One",18000,1
101503,Gumboy Tournament,11230,1
101507,Gumboy Tournament,11230,0
101521,Trials 2: Second Edition,16600,1
101524,AudioSurf,12900,1
101546,AudioSurf,12900,0
101559,Darkstar One,12330,1
101560,"Warhammer® 40,000: Dawn of War® - Soulstorm",9450,0
101561,"Warhammer® 40,000: Dawn of War® - Soulstorm",9450,1
101569,Safecracker: The Ultimate Puzzle Adventure,3260,1
101571,RACE 07,8600,1
101573,RACE 07,8600,0
101576,Peggle Extreme,3483,1
101579,Peggle Extreme,3483,0
101581,Nexus - The Jupiter Incident,6420,1
101584,Civilization IV: Beyond the Sword,8800,1
101586,Company of Heroes - Legacy Edition,4560,1
101622,Gish,9500,1
101623,DOOM 3,9050,1
101625,DOOM 3,9050,0
101626,Quake III Arena,2200,1
101628,DOOM 3 Resurrection of Evil,9070,0
101629,Commander Keen,9180,0
101630,Commander Keen,9180,1
101633,Half-Life 2: Episode Two,420,1
101651,Alpha Prime,2590,0
101652,Alpha Prime,2590,1
101653,Call of Duty® 4: Modern Warfare®,7940,1
101658,Call of Duty® 4: Modern Warfare®,7940,0
101671,Kane and Lynch: Dead Men™,8080,1
101672,Kane and Lynch: Dead Men™,8080,0
101674,Geometry Wars: Retro Evolved,8400,1
101678,Just Cause,6880,1
101682,Just Cause,6880,0
101683,Hitman: Codename 47,6900,0
101685,Hitman 2: Silent Assassin,6850,1
101688,Battlestations: Midway,6870,0
101689,Commandos: Behind Enemy Lines,6800,1
101691,Commandos 2: Men of Courage,6830,1
101692,Hitman: Blood Money,6860,1
101706,Vampire: The Masquerade - Bloodlines,2600,1
101712,S.T.A.L.K.E.R.: Shadow of Chernobyl,4500,1
101719,S.T.A.L.K.E.R.: Shadow of Chernobyl,4500,0
101728,Thief: Deadly Shadows,6980,1
101729,Deus Ex: Game of the Year Edition,6910,1
101736,Deus Ex: Game of the Year Edition,6910,0
101744,Rogue Trooper,7020,1
101745,Peggle Deluxe,3480,1
101748,Call of Duty®,2620,1
101754,Psychonauts,3830,1
101766,GUN™,2610,1
101767,Call of Duty® 2,2630,1
101768,Call of Duty: United Offensive,2640,1
101769,Sid Meier's Civilization® III Complete,3910,1
101773,Sid Meier's Civilization® IV,3900,1
101778,Medieval II: Total War™,4700,1
101796,Medieval II: Total War™,4700,0
101798,Counter-Strike: Source,240,1
101844,Counter-Strike: Source,240,0
102008,Half-Life: Source,280,1
102013,Half-Life: Source,280,0
102015,Half-Life 2: Deathmatch,320,1
102018,Half-Life 2: Deathmatch,320,0
102026,Half-Life 2,220,1
102079,Half-Life 2,220,0
102225,Sid Meier's Pirates!,3920,1
102228,Half-Life 2: Lost Coast,340,1
102231,Half-Life 2: Lost Coast,340,0
102241,Dungeon Siege II,39200,1
102242,Red Orchestra: Ostfront 41-45,1200,1
102244,Earth 2160,1900,0
102245,Half-Life Deathmatch: Source,360,1
102246,Half-Life Deathmatch: Source,360,0
102247,Shadowgrounds,2500,1
102248,Half-Life 2: Episode One,380,1
102250,Half-Life 2: Episode One,380,0
102262,Iron Warriors: T - 72 Tank Command,1670,0
102263,Uplink,1510,1
102273,Feeding Frenzy 2 Deluxe,3390,1
102276,Dark Messiah of Might &amp; Magic,2100,1
102278,Insaniquarium Deluxe,3320,1
102283,Team Fortress Classic,20,0
102284,Team Fortress Classic,20,1
102298,Half-Life: Opposing Force,50,1
102299,Half-Life: Opposing Force,50,0
102301,Ricochet,60,1
102310,Counter-Strike,10,1
102318,Counter-Strike,10,0
102355,Deathmatch Classic,40,1
102356,Half-Life: Blue Shift,130,1
102361,Day of Defeat,30,1
102363,Day of Defeat,30,0
102365,Unreal Tournament 2004: Editor's Choice Edition,13230,1
102371,Counter-Strike: Condition Zero,80,1
102372,Counter-Strike: Condition Zero,80,0
